"global_step","1777156828-grad-compression=surprise - charts/episodic_return","1777156828-grad-compression=surprise - charts/episodic_return__MIN","1777156828-grad-compression=surprise - charts/episodic_return__MAX","1777156828-grad-compression=surprise - _step","1777156828-grad-compression=surprise - _step__MIN","1777156828-grad-compression=surprise - _step__MAX","1776981725-grad-compression=none - charts/episodic_return","1776981725-grad-compression=none - charts/episodic_return__MIN","1776981725-grad-compression=none - charts/episodic_return__MAX","1776981725-grad-compression=none - _step","1776981725-grad-compression=none - _step__MIN","1776981725-grad-compression=none - _step__MAX"
"576547","","","","","","","704.7945","704.7945","704.7945","1994","1994","1994"
"576993","207.92683","207.92683","207.92683","2671","2671","2671","","","","","",""
"577221","","","","","","","932.7","932.7","932.7","1995","1995","1995"
"577994","150","150","150","2687","2687","2687","","","","","",""
"578222","","","","","","","814.3969","814.3969","814.3969","2006","2006","2006"
"578995","-21.501707","-21.501707","-21.501707","2688","2688","2688","","","","","",""
"579223","","","","","","","708.82355","708.82355","708.82355","2007","2007","2007"
"579996","0.9463722","0.9463722","0.9463722","2689","2689","2689","","","","","",""
"580224","","","","","","","275","275","275","2008","2008","2008"
"580997","139.8524","139.8524","139.8524","2690","2690","2690","","","","","",""
"581225","","","","","","","883.3333","883.3333","883.3333","2009","2009","2009"
"581998","20.689655","20.689655","20.689655","2706","2706","2706","","","","","",""
"582226","","","","","","","261.77475","261.77475","261.77475","2020","2020","2020"
"582999","77.84257","77.84257","77.84257","2707","2707","2707","","","","","",""
"583227","","","","","","","322.71292","322.71292","322.71292","2021","2021","2021"
"584000","132.14285","132.14285","132.14285","2708","2708","2708","","","","","",""
"584228","","","","","","","401.84503","401.84503","401.84503","2022","2022","2022"
"585001","-32.885906","-32.885906","-32.885906","2709","2709","2709","","","","","",""
"585229","","","","","","","262.06897","262.06897","262.06897","2023","2023","2023"
"586002","-49.090908","-49.090908","-49.090908","2725","2725","2725","","","","","",""
"586230","","","","","","","133.23615","133.23615","133.23615","2034","2034","2034"
"587003","176.09427","176.09427","176.09427","2726","2726","2726","","","","","",""
"587231","","","","","","","364.2857","364.2857","364.2857","2035","2035","2035"
"588004","109.83607","109.83607","109.83607","2727","2727","2727","","","","","",""
"588232","","","","","","","618.1208","618.1208","618.1208","2036","2036","2036"
"589005","152.52525","152.52525","152.52525","2728","2728","2728","","","","","",""
"589233","","","","","","","354.54544","354.54544","354.54544","2037","2037","2037"
"590006","198.56116","198.56116","198.56116","2744","2744","2744","","","","","",""
"590234","","","","","","","798.9899","798.9899","798.9899","2048","2048","2048"
"591007","-22.779922","-22.779922","-22.779922","2745","2745","2745","","","","","",""
"591235","","","","","","","772.13116","772.13116","772.13116","2049","2049","2049"
"592008","-30.147058","-30.147058","-30.147058","2746","2746","2746","","","","","",""
"592236","","","","","","","452.18854","452.18854","452.18854","2050","2050","2050"
"593009","33.779263","33.779263","33.779263","2747","2747","2747","","","","","",""
"593237","","","","","","","623.0216","623.0216","623.0216","2051","2051","2051"
"594010","5.263158","5.263158","5.263158","2763","2763","2763","","","","","",""
"594238","","","","","","","374.90347","374.90347","374.90347","2062","2062","2062"
"595011","57.706093","57.706093","57.706093","2764","2764","2764","","","","","",""
"595239","","","","","","","863.2353","863.2353","863.2353","2063","2063","2063"
"596012","216.20554","216.20554","216.20554","2765","2765","2765","","","","","",""
"596240","","","","","","","378.26086","378.26086","378.26086","2064","2064","2064"
"597013","-63.934425","-63.934425","-63.934425","2766","2766","2766","","","","","",""
"597241","","","","","","","656.5789","656.5789","656.5789","2065","2065","2065"
"598014","164.59145","164.59145","164.59145","2767","2767","2767","","","","","",""
"598242","","","","","","","373.1183","373.1183","373.1183","2076","2076","2076"
"599015","373.28244","373.28244","373.28244","2783","2783","2783","","","","","",""
"599243","","","","","","","848.6166","848.6166","848.6166","2077","2077","2077"
"600016","100","100","100","2784","2784","2784","","","","","",""
"600244","","","","","","","565.5738","565.5738","565.5738","2078","2078","2078"
"601017","126.5625","126.5625","126.5625","2785","2785","2785","","","","","",""
"601245","","","","","","","207.39299","207.39299","207.39299","2079","2079","2079"
"602018","39.534885","39.534885","39.534885","2786","2786","2786","","","","","",""
"602246","","","","","","","850.38165","850.38165","850.38165","2090","2090","2090"
"603019","26.58228","26.58228","26.58228","2802","2802","2802","","","","","",""
"603247","","","","","","","579.31036","579.31036","579.31036","2091","2091","2091"
"604020","28.378378","28.378378","28.378378","2803","2803","2803","","","","","",""
"604248","","","","","","","696.875","696.875","696.875","2092","2092","2092"
"604444","-13.060927","-13.060927","-13.060927","2804","2804","2804","","","","","",""
"605249","","","","","","","378.4053","378.4053","378.4053","2093","2093","2093"
"605445","37.80919","37.80919","37.80919","2805","2805","2805","","","","","",""
"606250","","","","","","","827.2152","827.2152","827.2152","2104","2104","2104"
"606446","181.25","181.25","181.25","2821","2821","2821","","","","","",""
"607251","","","","","","","734.4595","734.4595","734.4595","2105","2105","2105"
"607447","63.120567","63.120567","63.120567","2822","2822","2822","","","","","",""
"607654","-56.09322","-56.09322","-56.09322","2823","2823","2823","","","","","",""
"607828","-86.48328","-86.48328","-86.48328","2824","2824","2824","","","","","",""
"608168","","","","","","","268.7649","268.7649","268.7649","2106","2106","2106"
"608829","90.647484","90.647484","90.647484","2825","2825","2825","","","","","",""
"609169","","","","","","","624.38165","624.38165","624.38165","2107","2107","2107"
"609830","121.830986","121.830986","121.830986","2826","2826","2826","","","","","",""
"610170","","","","","","","379.16666","379.16666","379.16666","2108","2108","2108"
"610831","118.95425","118.95425","118.95425","2842","2842","2842","","","","","",""
"611171","","","","","","","743.9716","743.9716","743.9716","2119","2119","2119"
"611832","11.111111","11.111111","11.111111","2843","2843","2843","","","","","",""
"612172","","","","","","","459.32202","459.32202","459.32202","2120","2120","2120"
"612833","25.423729","25.423729","25.423729","2844","2844","2844","","","","","",""
"613173","","","","","","","538.2253","538.2253","538.2253","2121","2121","2121"
"613834","40.89347","40.89347","40.89347","2845","2845","2845","","","","","",""
"614174","","","","","","","176.97842","176.97842","176.97842","2122","2122","2122"
"614445","-136.05528","-136.05528","-136.05528","2861","2861","2861","","","","","",""
"615175","","","","","","","266.19717","266.19717","266.19717","2133","2133","2133"
"615446","-43.037975","-43.037975","-43.037975","2862","2862","2862","","","","","",""
"616176","","","","","","","318.30066","318.30066","318.30066","2134","2134","2134"
"617177","","","","","","","800.79364","800.79364","800.79364","2135","2135","2135"
"618178","","","","","","","401.69492","401.69492","401.69492","2136","2136","2136"
"619179","","","","","","","360.4811","360.4811","360.4811","2147","2147","2147"
"620180","","","","","","","663.97516","663.97516","663.97516","2148","2148","2148"
"621181","","","","","","","646.83545","646.83545","646.83545","2149","2149","2149"
"622182","","","","","","","349.6124","349.6124","349.6124","2150","2150","2150"
"623183","","","","","","","390","390","390","2161","2161","2161"
"624184","","","","","","","377.9661","377.9661","377.9661","2162","2162","2162"
"625185","","","","","","","862.96295","862.96295","862.96295","2163","2163","2163"
"626186","","","","","","","754.8387","754.8387","754.8387","2164","2164","2164"
"627187","","","","","","","232.35294","232.35294","232.35294","2175","2175","2175"
"628188","","","","","","","415.78946","415.78946","415.78946","2176","2176","2176"
"629189","","","","","","","644.1077","644.1077","644.1077","2177","2177","2177"
"630190","","","","","","","828.3154","828.3154","828.3154","2178","2178","2178"
"631191","","","","","","","795.082","795.082","795.082","2189","2189","2189"
"632192","","","","","","","196.61017","196.61017","196.61017","2190","2190","2190"
"633193","","","","","","","745.01843","745.01843","745.01843","2191","2191","2191"
"634194","","","","","","","340.55945","340.55945","340.55945","2192","2192","2192"
"635195","","","","","","","618.63116","618.63116","618.63116","2203","2203","2203"
"636196","","","","","","","710.8108","710.8108","710.8108","2204","2204","2204"
"637197","","","","","","","879.1667","879.1667","879.1667","2205","2205","2205"
"638198","","","","","","","386.01398","386.01398","386.01398","2206","2206","2206"
"639199","","","","","","","855.6314","855.6314","855.6314","2217","2217","2217"
"640200","","","","","","","140.625","140.625","140.625","2218","2218","2218"
"641201","","","","","","","518.705","518.705","518.705","2219","2219","2219"
"642202","","","","","","","699.2958","699.2958","699.2958","2220","2220","2220"
"643203","","","","","","","500","500","500","2231","2231","2231"
"644204","","","","","","","518.01245","518.01245","518.01245","2232","2232","2232"
"645205","","","","","","","788.8889","788.8889","788.8889","2233","2233","2233"
"646206","","","","","","","726.3473","726.3473","726.3473","2234","2234","2234"
"647207","","","","","","","309.5563","309.5563","309.5563","2245","2245","2245"
"648208","","","","","","","868.8716","868.8716","868.8716","2246","2246","2246"
"649209","","","","","","","807.0513","807.0513","807.0513","2247","2247","2247"
"650210","","","","","","","747.45764","747.45764","747.45764","2248","2248","2248"
"651211","","","","","","","499.29077","499.29077","499.29077","2249","2249","2249"
"652212","","","","","","","694.7761","694.7761","694.7761","2260","2260","2260"
"653213","","","","","","","236.70033","236.70033","236.70033","2261","2261","2261"
"654214","","","","","","","345.69287","345.69287","345.69287","2262","2262","2262"
"655215","","","","","","","322.58066","322.58066","322.58066","2263","2263","2263"
"656216","","","","","","","794.03973","794.03973","794.03973","2274","2274","2274"
"657217","","","","","","","411.02942","411.02942","411.02942","2275","2275","2275"
"658218","","","","","","","760.3896","760.3896","760.3896","2276","2276","2276"
"659219","","","","","","","351.04895","351.04895","351.04895","2277","2277","2277"
"660220","","","","","","","819.1919","819.1919","819.1919","2288","2288","2288"
"661221","","","","","","","364.05228","364.05228","364.05228","2289","2289","2289"
"662222","","","","","","","421.27658","421.27658","421.27658","2290","2290","2290"
"663223","","","","","","","785.90607","785.90607","785.90607","2291","2291","2291"
"664224","","","","","","","129.55975","129.55975","129.55975","2302","2302","2302"
"665225","","","","","","","290.681","290.681","290.681","2303","2303","2303"
"666226","","","","","","","844.44446","844.44446","844.44446","2304","2304","2304"
"667227","","","","","","","403.7037","403.7037","403.7037","2305","2305","2305"
"668228","","","","","","","291.75256","291.75256","291.75256","2316","2316","2316"
"669229","","","","","","","231.10368","231.10368","231.10368","2317","2317","2317"
"670230","","","","","","","521.7105","521.7105","521.7105","2318","2318","2318"
"671231","","","","","","","561.3924","561.3924","561.3924","2319","2319","2319"
"672232","","","","","","","364.2857","364.2857","364.2857","2330","2330","2330"
"673233","","","","","","","540.1384","540.1384","540.1384","2331","2331","2331"
"674234","","","","","","","547.8405","547.8405","547.8405","2332","2332","2332"
"675235","","","","","","","307.80142","307.80142","307.80142","2333","2333","2333"
"676236","","","","","","","451.02042","451.02042","451.02042","2344","2344","2344"
"676961","","","","","","","217.79288","217.79288","217.79288","2345","2345","2345"
"677962","","","","","","","346.09665","346.09665","346.09665","2346","2346","2346"
"678963","","","","","","","716.6667","716.6667","716.6667","2347","2347","2347"
"679964","","","","","","","177.9661","177.9661","177.9661","2358","2358","2358"
"680965","","","","","","","388.97058","388.97058","388.97058","2359","2359","2359"
"681966","","","","","","","295.6044","295.6044","295.6044","2360","2360","2360"
"682967","","","","","","","301.2945","301.2945","301.2945","2361","2361","2361"
"683968","","","","","","","404.91803","404.91803","404.91803","2362","2362","2362"
"684969","","","","","","","703.9216","703.9216","703.9216","2373","2373","2373"
"685970","","","","","","","525.46814","525.46814","525.46814","2374","2374","2374"
"686971","","","","","","","786.4469","786.4469","786.4469","2375","2375","2375"
"687972","","","","","","","836.10223","836.10223","836.10223","2376","2376","2376"
"688973","","","","","","","331.65466","331.65466","331.65466","2387","2387","2387"
"689974","","","","","","","826.6409","826.6409","826.6409","2388","2388","2388"
"690975","","","","","","","241.13713","241.13713","241.13713","2389","2389","2389"
"691976","","","","","","","152.70758","152.70758","152.70758","2390","2390","2390"
"692977","","","","","","","147.73415","147.73415","147.73415","2401","2401","2401"
"693978","","","","","","","201.11523","201.11523","201.11523","2402","2402","2402"
"694979","","","","","","","611.2676","611.2676","611.2676","2403","2403","2403"
"695980","","","","","","","310.9091","310.9091","310.9091","2404","2404","2404"
"696981","","","","","","","280.59702","280.59702","280.59702","2415","2415","2415"
"697982","","","","","","","346.42856","346.42856","346.42856","2416","2416","2416"
"698983","","","","","","","393.2886","393.2886","393.2886","2417","2417","2417"
"699984","","","","","","","265.94202","265.94202","265.94202","2418","2418","2418"
"700985","","","","","","","183.33333","183.33333","183.33333","2429","2429","2429"
"701986","","","","","","","432.52032","432.52032","432.52032","2430","2430","2430"
"702987","","","","","","","289.57056","289.57056","289.57056","2431","2431","2431"
"703988","","","","","","","483.91608","483.91608","483.91608","2432","2432","2432"
"704989","","","","","","","405.15463","405.15463","405.15463","2443","2443","2443"
"705990","","","","","","","162.99695","162.99695","162.99695","2444","2444","2444"
"706991","","","","","","","194.47853","194.47853","194.47853","2445","2445","2445"
"707992","","","","","","","608.0537","608.0537","608.0537","2446","2446","2446"
"708993","","","","","","","274.62234","274.62234","274.62234","2457","2457","2457"
"709994","","","","","","","535.68774","535.68774","535.68774","2458","2458","2458"
"710995","","","","","","","713.3333","713.3333","713.3333","2459","2459","2459"
"711996","","","","","","","294.9843","294.9843","294.9843","2460","2460","2460"
"712997","","","","","","","300.65146","300.65146","300.65146","2471","2471","2471"
"713998","","","","","","","623.9057","623.9057","623.9057","2472","2472","2472"
"714999","","","","","","","400","400","400","2473","2473","2473"
"716000","","","","","","","329.05405","329.05405","329.05405","2474","2474","2474"
"717001","","","","","","","807.7491","807.7491","807.7491","2485","2485","2485"
"718002","","","","","","","614.78876","614.78876","614.78876","2486","2486","2486"
"719003","","","","","","","336.17023","336.17023","336.17023","2487","2487","2487"
"720004","","","","","","","370.38327","370.38327","370.38327","2488","2488","2488"
"721005","","","","","","","524.61536","524.61536","524.61536","2499","2499","2499"
"722006","","","","","","","466.66666","466.66666","466.66666","2500","2500","2500"
"723007","","","","","","","219.85294","219.85294","219.85294","2501","2501","2501"
"724008","","","","","","","792.47314","792.47314","792.47314","2502","2502","2502"
"725009","","","","","","","340.43323","340.43323","340.43323","2513","2513","2513"
"726010","","","","","","","350","350","350","2514","2514","2514"
"727011","","","","","","","223.26283","223.26283","223.26283","2515","2515","2515"
"728012","","","","","","","237.62057","237.62057","237.62057","2516","2516","2516"
"729013","","","","","","","393.24326","393.24326","393.24326","2517","2517","2517"
"730014","","","","","","","311.57556","311.57556","311.57556","2528","2528","2528"
"731015","","","","","","","339.34427","339.34427","339.34427","2529","2529","2529"
"732016","","","","","","","622.97296","622.97296","622.97296","2530","2530","2530"
"733017","","","","","","","289.43893","289.43893","289.43893","2531","2531","2531"
"734018","","","","","","","232.25807","232.25807","232.25807","2542","2542","2542"
"735019","","","","","","","302.5974","302.5974","302.5974","2543","2543","2543"
"736020","","","","","","","451.9713","451.9713","451.9713","2544","2544","2544"
"737021","","","","","","","254.0856","254.0856","254.0856","2545","2545","2545"
"738022","","","","","","","475.4717","475.4717","475.4717","2556","2556","2556"
"739023","","","","","","","550.51904","550.51904","550.51904","2557","2557","2557"
"740024","","","","","","","274.1259","274.1259","274.1259","2558","2558","2558"
"741025","","","","","","","262.17947","262.17947","262.17947","2559","2559","2559"
"742026","","","","","","","740.678","740.678","740.678","2570","2570","2570"
"743027","","","","","","","74.60317","74.60317","74.60317","2571","2571","2571"
"744028","","","","","","","231.3253","231.3253","231.3253","2572","2572","2572"
"745029","","","","","","","728.125","728.125","728.125","2573","2573","2573"
"746030","","","","","","","512.6482","512.6482","512.6482","2584","2584","2584"
"747031","","","","","","","284.3844","284.3844","284.3844","2585","2585","2585"
"748032","","","","","","","377.94116","377.94116","377.94116","2586","2586","2586"
"749033","","","","","","","539.73065","539.73065","539.73065","2587","2587","2587"
