"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"107732","","","","","","","1387390.8","1387390.8","1387390.8"
"107736","","","","590965.4","590965.4","590965.4","","",""
"107743","","","","","","","1387535","1387535","1387535"
"107754","","","","591058.44","591058.44","591058.44","1387679.2","1387679.2","1387679.2"
"107769","","","","","","","1387823.5","1387823.5","1387823.5"
"107772","","","","591151.44","591151.44","591151.44","","",""
"107780","","","","","","","1387967.6","1387967.6","1387967.6"
"107791","","","","","","","1388111.9","1388111.9","1388111.9"
"107797","","","","591244.5","591244.5","591244.5","","",""
"107802","","","","","","","1388256.1","1388256.1","1388256.1"
"107813","","","","","","","1388400.4","1388400.4","1388400.4"
"107815","","","","591337.5","591337.5","591337.5","","",""
"107824","","","","","","","1388544.6","1388544.6","1388544.6"
"107833","","","","591430.56","591430.56","591430.56","","",""
"107835","","","","","","","1388688.9","1388688.9","1388688.9"
"107846","","","","","","","1388833.1","1388833.1","1388833.1"
"107851","","","","591523.56","591523.56","591523.56","","",""
"107857","","","","","","","1388977.4","1388977.4","1388977.4"
"107868","","","","","","","1389121.5","1389121.5","1389121.5"
"107869","","","","591616.6","591616.6","591616.6","","",""
"107879","","","","","","","1389265.8","1389265.8","1389265.8"
"107887","","","","591709.6","591709.6","591709.6","","",""
"107890","","","","","","","1389410","1389410","1389410"
"107901","","","","","","","1389554.2","1389554.2","1389554.2"
"107905","","","","591802.7","591802.7","591802.7","","",""
"107912","","","","","","","1389698.5","1389698.5","1389698.5"
"107923","","","","591895.75","591895.75","591895.75","1389842.8","1389842.8","1389842.8"
"107934","","","","","","","1389987","1389987","1389987"
"107941","","","","591988.75","591988.75","591988.75","","",""
"107945","","","","","","","1390131.2","1390131.2","1390131.2"
"107956","","","","","","","1390275.4","1390275.4","1390275.4"
"107959","","","","592081.8","592081.8","592081.8","","",""
"107967","","","","","","","1390419.6","1390419.6","1390419.6"
"107977","","","","592174.8","592174.8","592174.8","","",""
"107978","","","","","","","1390563.9","1390563.9","1390563.9"
"107989","","","","","","","1390708.1","1390708.1","1390708.1"
"107995","","","","592267.9","592267.9","592267.9","","",""
"108000","","","","","","","1390852.4","1390852.4","1390852.4"
"108011","","","","","","","1390996.6","1390996.6","1390996.6"
"108013","","","","592360.9","592360.9","592360.9","","",""
"108022","","","","","","","1391140.9","1391140.9","1391140.9"
"108031","","","","592453.94","592453.94","592453.94","","",""
"108033","","","","","","","1391285.1","1391285.1","1391285.1"
"108044","","","","","","","1391429.2","1391429.2","1391429.2"
"108049","","","","592546.94","592546.94","592546.94","","",""
"108059","","","","","","","1391573.5","1391573.5","1391573.5"
"108067","","","","592640","592640","592640","","",""
"108070","","","","","","","1391717.8","1391717.8","1391717.8"
"108081","","","","","","","1391862","1391862","1391862"
"108085","","","","592733.06","592733.06","592733.06","","",""
"108092","","","","","","","1392006.2","1392006.2","1392006.2"
"108103","","","","592826.06","592826.06","592826.06","1392150.5","1392150.5","1392150.5"
"108114","","","","","","","1392294.8","1392294.8","1392294.8"
"108121","","","","592919.1","592919.1","592919.1","","",""
"108125","","","","","","","1392439","1392439","1392439"
"108136","","","","","","","1392583.1","1392583.1","1392583.1"
"108139","","","","593012.1","593012.1","593012.1","","",""
"108147","","","","","","","1392727.4","1392727.4","1392727.4"
"108157","","","","593105.2","593105.2","593105.2","","",""
"108158","","","","","","","1392871.6","1392871.6","1392871.6"
"108169","","","","","","","1393015.9","1393015.9","1393015.9"
"108175","","","","593198.2","593198.2","593198.2","","",""
"108180","","","","","","","1393160.1","1393160.1","1393160.1"
"108191","","","","","","","1393304.4","1393304.4","1393304.4"
"108193","","","","593291.25","593291.25","593291.25","","",""
"108202","","","","","","","1393448.6","1393448.6","1393448.6"
"108211","","","","593384.25","593384.25","593384.25","","",""
"108213","","","","","","","1393592.9","1393592.9","1393592.9"
"108224","","","","","","","1393737","1393737","1393737"
"108229","","","","593477.3","593477.3","593477.3","","",""
"108235","","","","","","","1393881.2","1393881.2","1393881.2"
"108246","","","","","","","1394025.5","1394025.5","1394025.5"
"108247","","","","593570.4","593570.4","593570.4","","",""
"108257","","","","","","","1394169.8","1394169.8","1394169.8"
"108268","","","","","","","1394314","1394314","1394314"
"108271","","","","593663.4","593663.4","593663.4","","",""
"108279","","","","","","","1394458.2","1394458.2","1394458.2"
"108289","","","","593756.44","593756.44","593756.44","","",""
"108290","","","","","","","1394602.5","1394602.5","1394602.5"
"108301","","","","","","","1394746.8","1394746.8","1394746.8"
"108307","","","","593849.44","593849.44","593849.44","","",""
"108312","","","","","","","1394890.9","1394890.9","1394890.9"
"108323","","","","","","","1395035.1","1395035.1","1395035.1"
"108325","","","","593942.5","593942.5","593942.5","","",""
"108334","","","","","","","1395179.4","1395179.4","1395179.4"
"108343","","","","594035.5","594035.5","594035.5","","",""
"108345","","","","","","","1395323.6","1395323.6","1395323.6"
"108356","","","","","","","1395467.9","1395467.9","1395467.9"
"108361","","","","594128.56","594128.56","594128.56","","",""
"108367","","","","","","","1395612.1","1395612.1","1395612.1"
"108378","","","","","","","1395756.4","1395756.4","1395756.4"
"108379","","","","594221.56","594221.56","594221.56","","",""
"108389","","","","","","","1395900.6","1395900.6","1395900.6"
"108397","","","","594314.6","594314.6","594314.6","","",""
"108400","","","","","","","1396044.8","1396044.8","1396044.8"
"108411","","","","","","","1396189","1396189","1396189"
"108415","","","","594407.6","594407.6","594407.6","","",""
"108422","","","","","","","1396333.2","1396333.2","1396333.2"
"108433","","","","594500.7","594500.7","594500.7","1396477.5","1396477.5","1396477.5"
"108444","","","","","","","1396621.8","1396621.8","1396621.8"
"108451","","","","594593.75","594593.75","594593.75","","",""
"108455","","","","","","","1396766","1396766","1396766"
"108466","","","","","","","1396910.2","1396910.2","1396910.2"
"108469","","","","594686.75","594686.75","594686.75","","",""
"108477","","","","","","","1397054.5","1397054.5","1397054.5"
"108487","","","","594779.8","594779.8","594779.8","","",""
"108488","","","","","","","1397198.6","1397198.6","1397198.6"
"108499","","","","","","","1397342.9","1397342.9","1397342.9"
"108505","","","","594872.8","594872.8","594872.8","","",""
"108510","","","","","","","1397487.1","1397487.1","1397487.1"
"108521","","","","","","","1397631.4","1397631.4","1397631.4"
"108523","","","","594965.9","594965.9","594965.9","","",""
"108532","","","","","","","1397775.6","1397775.6","1397775.6"
"108541","","","","595058.9","595058.9","595058.9","","",""
"108543","","","","","","","1397919.9","1397919.9","1397919.9"
"108554","","","","","","","1398064.1","1398064.1","1398064.1"
"108559","","","","595151.94","595151.94","595151.94","","",""
"108565","","","","","","","1398208.4","1398208.4","1398208.4"
"108576","","","","","","","1398352.5","1398352.5","1398352.5"
"108577","","","","595244.94","595244.94","595244.94","","",""
"108587","","","","","","","1398496.8","1398496.8","1398496.8"
"108595","","","","595338","595338","595338","","",""
"108598","","","","","","","1398641","1398641","1398641"
"108609","","","","","","","1398785.2","1398785.2","1398785.2"
"108613","","","","595431.06","595431.06","595431.06","","",""
"108620","","","","","","","1398929.5","1398929.5","1398929.5"
"108631","","","","595524.06","595524.06","595524.06","","",""
"108637","","","","","","","1399073.8","1399073.8","1399073.8"
"108648","","","","","","","1399218","1399218","1399218"
"108649","","","","595617.1","595617.1","595617.1","","",""
"108659","","","","","","","1399362.2","1399362.2","1399362.2"
"108667","","","","595710.1","595710.1","595710.1","","",""
"108670","","","","","","","1399506.4","1399506.4","1399506.4"
"108681","","","","","","","1399650.6","1399650.6","1399650.6"
"108685","","","","595803.2","595803.2","595803.2","","",""
"108692","","","","","","","1399794.9","1399794.9","1399794.9"
"108703","","","","595896.2","595896.2","595896.2","1399939.1","1399939.1","1399939.1"
"108714","","","","","","","1400083.4","1400083.4","1400083.4"
"108721","","","","595989.25","595989.25","595989.25","","",""
"108725","","","","","","","1400227.6","1400227.6","1400227.6"
"108736","","","","","","","1400371.9","1400371.9","1400371.9"
"108746","","","","596082.25","596082.25","596082.25","","",""
"108747","","","","","","","1400516.1","1400516.1","1400516.1"
"108758","","","","","","","1400660.2","1400660.2","1400660.2"
"108764","","","","596175.3","596175.3","596175.3","","",""
"108769","","","","","","","1400804.5","1400804.5","1400804.5"
"108780","","","","","","","1400948.8","1400948.8","1400948.8"
"108782","","","","596268.3","596268.3","596268.3","","",""
"108791","","","","","","","1401093","1401093","1401093"
"108800","","","","596361.4","596361.4","596361.4","","",""
"108802","","","","","","","1401237.2","1401237.2","1401237.2"
"108813","","","","","","","1401381.5","1401381.5","1401381.5"
"108818","","","","596454.44","596454.44","596454.44","","",""
"108824","","","","","","","1401525.8","1401525.8","1401525.8"
"108835","","","","","","","1401670","1401670","1401670"
"108836","","","","596547.44","596547.44","596547.44","","",""
"108846","","","","","","","1401814.1","1401814.1","1401814.1"
"108854","","","","596640.5","596640.5","596640.5","","",""
"108857","","","","","","","1401958.4","1401958.4","1401958.4"
"108868","","","","","","","1402102.6","1402102.6","1402102.6"
"108872","","","","596733.5","596733.5","596733.5","","",""
"108879","","","","","","","1402246.9","1402246.9","1402246.9"
"108890","","","","596826.56","596826.56","596826.56","1402391.1","1402391.1","1402391.1"
"108901","","","","","","","1402535.4","1402535.4","1402535.4"
"108908","","","","596919.56","596919.56","596919.56","","",""
"108912","","","","","","","1402679.6","1402679.6","1402679.6"
"108926","","","","597012.6","597012.6","597012.6","","",""
"108927","","","","","","","1402823.9","1402823.9","1402823.9"
"108938","","","","","","","1402968","1402968","1402968"
"108944","","","","597105.6","597105.6","597105.6","","",""
"108949","","","","","","","1403112.2","1403112.2","1403112.2"
"108960","","","","","","","1403256.5","1403256.5","1403256.5"
"108962","","","","597198.7","597198.7","597198.7","","",""
"108971","","","","","","","1403400.8","1403400.8","1403400.8"
"108980","","","","597291.75","597291.75","597291.75","","",""
"108982","","","","","","","1403545","1403545","1403545"
"108993","","","","","","","1403689.2","1403689.2","1403689.2"
"108998","","","","597384.75","597384.75","597384.75","","",""
"109004","","","","","","","1403833.5","1403833.5","1403833.5"
"109015","","","","","","","1403977.8","1403977.8","1403977.8"
"109016","","","","597477.8","597477.8","597477.8","","",""
"109026","","","","","","","1404122","1404122","1404122"
"109034","","","","597570.8","597570.8","597570.8","","",""
"109037","","","","","","","1404266.1","1404266.1","1404266.1"
"109048","","","","","","","1404410.4","1404410.4","1404410.4"
"109052","","","","597663.9","597663.9","597663.9","","",""
"109059","","","","","","","1404554.6","1404554.6","1404554.6"
"109070","","","","597756.9","597756.9","597756.9","1404698.9","1404698.9","1404698.9"
"109081","","","","","","","1404843.1","1404843.1","1404843.1"
"109088","","","","597849.94","597849.94","597849.94","","",""
"109092","","","","","","","1404987.4","1404987.4","1404987.4"
"109103","","","","","","","1405131.6","1405131.6","1405131.6"
"109106","","","","597942.94","597942.94","597942.94","","",""
"109114","","","","","","","1405275.9","1405275.9","1405275.9"
"109124","","","","598036","598036","598036","","",""
"109125","","","","","","","1405420","1405420","1405420"
"109136","","","","","","","1405564.2","1405564.2","1405564.2"
"109142","","","","598129.06","598129.06","598129.06","","",""
"109147","","","","","","","1405708.5","1405708.5","1405708.5"
"109158","","","","","","","1405852.8","1405852.8","1405852.8"
"109160","","","","598222.06","598222.06","598222.06","","",""
"109169","","","","","","","1405997","1405997","1405997"
"109178","","","","598315.1","598315.1","598315.1","","",""
"109180","","","","","","","1406141.2","1406141.2","1406141.2"
"109191","","","","","","","1406285.5","1406285.5","1406285.5"
"109196","","","","598408.1","598408.1","598408.1","","",""
"109202","","","","","","","1406429.8","1406429.8","1406429.8"
"109217","","","","598501.2","598501.2","598501.2","","",""
"109218","","","","","","","1406573.9","1406573.9","1406573.9"
"109229","","","","","","","1406718.1","1406718.1","1406718.1"
"109235","","","","598594.2","598594.2","598594.2","","",""
"109240","","","","","","","1406862.4","1406862.4","1406862.4"
"109251","","","","","","","1407006.6","1407006.6","1407006.6"
"109253","","","","598687.25","598687.25","598687.25","","",""
"109262","","","","","","","1407150.9","1407150.9","1407150.9"
"109271","","","","598780.25","598780.25","598780.25","","",""
"109273","","","","","","","1407295.1","1407295.1","1407295.1"
"109284","","","","","","","1407439.4","1407439.4","1407439.4"
"109289","","","","598873.3","598873.3","598873.3","","",""
"109295","","","","","","","1407583.6","1407583.6","1407583.6"
"109306","","","","","","","1407727.8","1407727.8","1407727.8"
"109307","","","","598966.3","598966.3","598966.3","","",""
"109317","","","","","","","1407872","1407872","1407872"
"109325","","","","599059.4","599059.4","599059.4","","",""
"109328","","","","","","","1408016.2","1408016.2","1408016.2"
"109339","","","","","","","1408160.5","1408160.5","1408160.5"
"109343","","","","599152.44","599152.44","599152.44","","",""
"109350","","","","","","","1408304.8","1408304.8","1408304.8"
"109361","","","","599245.44","599245.44","599245.44","1408449","1408449","1408449"
"109372","","","","","","","1408593.2","1408593.2","1408593.2"
"109379","","","","599338.5","599338.5","599338.5","","",""
"109397","","","","599431.5","599431.5","599431.5","","",""
"109415","","","","599524.56","599524.56","599524.56","","",""
"109433","","","","599617.56","599617.56","599617.56","","",""
"109451","","","","599710.6","599710.6","599710.6","","",""
"109469","","","","599803.6","599803.6","599803.6","","",""
"109487","","","","599896.7","599896.7","599896.7","","",""
"109505","","","","599989.75","599989.75","599989.75","","",""
"109523","","","","600082.75","600082.75","600082.75","","",""
"109541","","","","600175.8","600175.8","600175.8","","",""
"109559","","","","600268.8","600268.8","600268.8","","",""
"109577","","","","600361.9","600361.9","600361.9","","",""
"109595","","","","600454.9","600454.9","600454.9","","",""
"109613","","","","600547.94","600547.94","600547.94","","",""
"109631","","","","600640.94","600640.94","600640.94","","",""
"109649","","","","600734","600734","600734","","",""
"109667","","","","600827.06","600827.06","600827.06","","",""
"109691","","","","600920.06","600920.06","600920.06","","",""
"109709","","","","601013.1","601013.1","601013.1","","",""
"109727","","","","601106.1","601106.1","601106.1","","",""
"109745","","","","601199.2","601199.2","601199.2","","",""
"109763","","","","601292.2","601292.2","601292.2","","",""
"109781","","","","601385.25","601385.25","601385.25","","",""
"109799","","","","601478.25","601478.25","601478.25","","",""
"109817","","","","601571.3","601571.3","601571.3","","",""
"109835","","","","601664.3","601664.3","601664.3","","",""
"109853","","","","601757.4","601757.4","601757.4","","",""
"109871","","","","601850.44","601850.44","601850.44","","",""
"109889","","","","601943.44","601943.44","601943.44","","",""
"109907","","","","602036.5","602036.5","602036.5","","",""
"109925","","","","602129.5","602129.5","602129.5","","",""
"109943","","","","602222.56","602222.56","602222.56","","",""
"109961","","","","602315.56","602315.56","602315.56","","",""
"109979","","","","602408.6","602408.6","602408.6","","",""
"109997","","","","602501.6","602501.6","602501.6","","",""
"110015","","","","602594.7","602594.7","602594.7","","",""
"110033","","","","602687.75","602687.75","602687.75","","",""
"110051","","","","602780.75","602780.75","602780.75","","",""
"110069","","","","602873.8","602873.8","602873.8","","",""
"110087","","","","602966.8","602966.8","602966.8","","",""
"110105","","","","603059.9","603059.9","603059.9","","",""
"110123","","","","603152.9","603152.9","603152.9","","",""
"110141","","","","603245.94","603245.94","603245.94","","",""
"110163","","","","603338.94","603338.94","603338.94","","",""
"110181","","","","603432","603432","603432","","",""
"110199","","","","603525","603525","603525","","",""
"110217","","","","603618.06","603618.06","603618.06","","",""
"110235","","","","603711.1","603711.1","603711.1","","",""
"110253","","","","603804.1","603804.1","603804.1","","",""
"110271","","","","603897.2","603897.2","603897.2","","",""
"110289","","","","603990.2","603990.2","603990.2","","",""
"110307","","","","604083.25","604083.25","604083.25","","",""
"110325","","","","604176.25","604176.25","604176.25","","",""
"110343","","","","604269.3","604269.3","604269.3","","",""
"110361","","","","604362.3","604362.3","604362.3","","",""
"110379","","","","604455.4","604455.4","604455.4","","",""
"110397","","","","604548.44","604548.44","604548.44","","",""
"110415","","","","604641.44","604641.44","604641.44","","",""
"110433","","","","604734.5","604734.5","604734.5","","",""
"110451","","","","604827.5","604827.5","604827.5","","",""
"110469","","","","604920.56","604920.56","604920.56","","",""
"110487","","","","605013.56","605013.56","605013.56","","",""
"110505","","","","605106.6","605106.6","605106.6","","",""
"110523","","","","605199.6","605199.6","605199.6","","",""
"110541","","","","605292.7","605292.7","605292.7","","",""
"110559","","","","605385.75","605385.75","605385.75","","",""
"110577","","","","605478.75","605478.75","605478.75","","",""
"110595","","","","605571.8","605571.8","605571.8","","",""
"110613","","","","605664.8","605664.8","605664.8","","",""
"110636","","","","605757.9","605757.9","605757.9","","",""
"110654","","","","605850.9","605850.9","605850.9","","",""
"110672","","","","605943.94","605943.94","605943.94","","",""
"110690","","","","606036.94","606036.94","606036.94","","",""
"110708","","","","606130","606130","606130","","",""
"110726","","","","606223","606223","606223","","",""
"110744","","","","606316.06","606316.06","606316.06","","",""
"110762","","","","606409.1","606409.1","606409.1","","",""
"110780","","","","606502.1","606502.1","606502.1","","",""
"110798","","","","606595.2","606595.2","606595.2","","",""
"110816","","","","606688.2","606688.2","606688.2","","",""
"110834","","","","606781.25","606781.25","606781.25","","",""
"110852","","","","606874.25","606874.25","606874.25","","",""
"110870","","","","606967.3","606967.3","606967.3","","",""
"110888","","","","607060.3","607060.3","607060.3","","",""
"110906","","","","607153.4","607153.4","607153.4","","",""
"110924","","","","607246.44","607246.44","607246.44","","",""
"110942","","","","607339.44","607339.44","607339.44","","",""
"110960","","","","607432.5","607432.5","607432.5","","",""
"110978","","","","607525.5","607525.5","607525.5","","",""
"110996","","","","607618.56","607618.56","607618.56","","",""
"111014","","","","607711.56","607711.56","607711.56","","",""
"111032","","","","607804.6","607804.6","607804.6","","",""
"111050","","","","607897.6","607897.6","607897.6","","",""
"111068","","","","607990.7","607990.7","607990.7","","",""
"111086","","","","608083.75","608083.75","608083.75","","",""
"111108","","","","608176.75","608176.75","608176.75","","",""
"111126","","","","608269.8","608269.8","608269.8","","",""
"111144","","","","608362.8","608362.8","608362.8","","",""
"111162","","","","608455.9","608455.9","608455.9","","",""
"111180","","","","608548.9","608548.9","608548.9","","",""
"111198","","","","608641.94","608641.94","608641.94","","",""
"111216","","","","608734.94","608734.94","608734.94","","",""
"111234","","","","608828","608828","608828","","",""
"111252","","","","608921","608921","608921","","",""
"111270","","","","609014.06","609014.06","609014.06","","",""
"111288","","","","609107.1","609107.1","609107.1","","",""
"111306","","","","609200.1","609200.1","609200.1","","",""
"111324","","","","609293.2","609293.2","609293.2","","",""
"111342","","","","609386.2","609386.2","609386.2","","",""
"111360","","","","609479.25","609479.25","609479.25","","",""
"111378","","","","609572.25","609572.25","609572.25","","",""
"111396","","","","609665.3","609665.3","609665.3","","",""
"111414","","","","609758.3","609758.3","609758.3","","",""
"111432","","","","609851.4","609851.4","609851.4","","",""
"111450","","","","609944.44","609944.44","609944.44","","",""
"111468","","","","610037.44","610037.44","610037.44","","",""
"111486","","","","610130.5","610130.5","610130.5","","",""
"111504","","","","610223.5","610223.5","610223.5","","",""
"111522","","","","610316.56","610316.56","610316.56","","",""
"111540","","","","610409.56","610409.56","610409.56","","",""
"111558","","","","610502.6","610502.6","610502.6","","",""
"111580","","","","610595.6","610595.6","610595.6","","",""
"111598","","","","610688.7","610688.7","610688.7","","",""
"111616","","","","610781.7","610781.7","610781.7","","",""
"111634","","","","610874.75","610874.75","610874.75","","",""
"111652","","","","610967.8","610967.8","610967.8","","",""
"111670","","","","611060.8","611060.8","611060.8","","",""
"111688","","","","611153.9","611153.9","611153.9","","",""
"111706","","","","611246.9","611246.9","611246.9","","",""
"111724","","","","611339.94","611339.94","611339.94","","",""
"111742","","","","611432.94","611432.94","611432.94","","",""
"111760","","","","611526","611526","611526","","",""
"111778","","","","611619","611619","611619","","",""
"111796","","","","611712.06","611712.06","611712.06","","",""
"111814","","","","611805.1","611805.1","611805.1","","",""
"111832","","","","611898.1","611898.1","611898.1","","",""
"111850","","","","611991.2","611991.2","611991.2","","",""
"111868","","","","612084.2","612084.2","612084.2","","",""
"111886","","","","612177.25","612177.25","612177.25","","",""
"111904","","","","612270.25","612270.25","612270.25","","",""
"111922","","","","612363.3","612363.3","612363.3","","",""
"111940","","","","612456.3","612456.3","612456.3","","",""
"111958","","","","612549.4","612549.4","612549.4","","",""
"111976","","","","612642.44","612642.44","612642.44","","",""
"111994","","","","612735.44","612735.44","612735.44","","",""
"112012","","","","612828.5","612828.5","612828.5","","",""
"112030","","","","612921.5","612921.5","612921.5","","",""
"112053","","","","613014.56","613014.56","613014.56","","",""
"112071","","","","613107.56","613107.56","613107.56","","",""
"112089","","","","613200.6","613200.6","613200.6","","",""
"112107","","","","613293.6","613293.6","613293.6","","",""
"112125","","","","613386.7","613386.7","613386.7","","",""
"112143","","","","613479.7","613479.7","613479.7","","",""
"112161","","","","613572.75","613572.75","613572.75","","",""
"112179","","","","613665.8","613665.8","613665.8","","",""
"112197","","","","613758.8","613758.8","613758.8","","",""
"112215","","","","613851.9","613851.9","613851.9","","",""
"112233","","","","613944.9","613944.9","613944.9","","",""
"112251","","","","614037.94","614037.94","614037.94","","",""
"112269","","","","614130.94","614130.94","614130.94","","",""
"112287","","","","614224","614224","614224","","",""
"112305","","","","614317","614317","614317","","",""
"112323","","","","614410.06","614410.06","614410.06","","",""
"112341","","","","614503.1","614503.1","614503.1","","",""
"112359","","","","614596.1","614596.1","614596.1","","",""
"112377","","","","614689.2","614689.2","614689.2","","",""
"112395","","","","614782.2","614782.2","614782.2","","",""
"112413","","","","614875.25","614875.25","614875.25","","",""
"112431","","","","614968.25","614968.25","614968.25","","",""
"112449","","","","615061.3","615061.3","615061.3","","",""
"112467","","","","615154.3","615154.3","615154.3","","",""
"112485","","","","615247.4","615247.4","615247.4","","",""
"112503","","","","615340.44","615340.44","615340.44","","",""
"112525","","","","615433.44","615433.44","615433.44","","",""
"112543","","","","615526.5","615526.5","615526.5","","",""
"112561","","","","615619.5","615619.5","615619.5","","",""
"112579","","","","615712.56","615712.56","615712.56","","",""
"112597","","","","615805.56","615805.56","615805.56","","",""
"112615","","","","615898.6","615898.6","615898.6","","",""
"112633","","","","615991.6","615991.6","615991.6","","",""
"112651","","","","616084.7","616084.7","616084.7","","",""
"112669","","","","616177.7","616177.7","616177.7","","",""
"112687","","","","616270.75","616270.75","616270.75","","",""
"112705","","","","616363.8","616363.8","616363.8","","",""
"112723","","","","616456.8","616456.8","616456.8","","",""
"112741","","","","616549.9","616549.9","616549.9","","",""
"112759","","","","616642.9","616642.9","616642.9","","",""
"112777","","","","616735.94","616735.94","616735.94","","",""
"112795","","","","616828.94","616828.94","616828.94","","",""
"112813","","","","616922","616922","616922","","",""
"112831","","","","617015","617015","617015","","",""
"112849","","","","617108.06","617108.06","617108.06","","",""
"112867","","","","617201.1","617201.1","617201.1","","",""
"112885","","","","617294.1","617294.1","617294.1","","",""
"112903","","","","617387.2","617387.2","617387.2","","",""
"112921","","","","617480.2","617480.2","617480.2","","",""
"112939","","","","617573.25","617573.25","617573.25","","",""
"112957","","","","617666.25","617666.25","617666.25","","",""
"112975","","","","617759.3","617759.3","617759.3","","",""
"112997","","","","617852.3","617852.3","617852.3","","",""
"113015","","","","617945.4","617945.4","617945.4","","",""
"113033","","","","618038.4","618038.4","618038.4","","",""
"113051","","","","618131.44","618131.44","618131.44","","",""
"113069","","","","618224.5","618224.5","618224.5","","",""
"113087","","","","618317.5","618317.5","618317.5","","",""
"113105","","","","618410.56","618410.56","618410.56","","",""
"113123","","","","618503.56","618503.56","618503.56","","",""
"113141","","","","618596.6","618596.6","618596.6","","",""
"113159","","","","618689.6","618689.6","618689.6","","",""
"113177","","","","618782.7","618782.7","618782.7","","",""
"113195","","","","618875.7","618875.7","618875.7","","",""
"113213","","","","618968.75","618968.75","618968.75","","",""
"113231","","","","619061.8","619061.8","619061.8","","",""
"113249","","","","619154.8","619154.8","619154.8","","",""
"113267","","","","619247.9","619247.9","619247.9","","",""
"113285","","","","619340.9","619340.9","619340.9","","",""
"113303","","","","619433.94","619433.94","619433.94","","",""
"113321","","","","619526.94","619526.94","619526.94","","",""
"113339","","","","619620","619620","619620","","",""
"113357","","","","619713","619713","619713","","",""
"113375","","","","619806.06","619806.06","619806.06","","",""
"113393","","","","619899.1","619899.1","619899.1","","",""
"113411","","","","619992.1","619992.1","619992.1","","",""
"113429","","","","620085.2","620085.2","620085.2","","",""
"113447","","","","620178.2","620178.2","620178.2","","",""
"113471","","","","620271.25","620271.25","620271.25","","",""
"113489","","","","620364.25","620364.25","620364.25","","",""
"113507","","","","620457.3","620457.3","620457.3","","",""
"113525","","","","620550.3","620550.3","620550.3","","",""
"113543","","","","620643.4","620643.4","620643.4","","",""
"113561","","","","620736.4","620736.4","620736.4","","",""
"113579","","","","620829.44","620829.44","620829.44","","",""
"113597","","","","620922.5","620922.5","620922.5","","",""
"113615","","","","621015.5","621015.5","621015.5","","",""
"113633","","","","621108.56","621108.56","621108.56","","",""
"113651","","","","621201.56","621201.56","621201.56","","",""
"113669","","","","621294.6","621294.6","621294.6","","",""
"113687","","","","621387.6","621387.6","621387.6","","",""
"113705","","","","621480.7","621480.7","621480.7","","",""
"113723","","","","621573.7","621573.7","621573.7","","",""
"113741","","","","621666.75","621666.75","621666.75","","",""
"113759","","","","621759.8","621759.8","621759.8","","",""
"113777","","","","621852.8","621852.8","621852.8","","",""
"113795","","","","621945.9","621945.9","621945.9","","",""
"113813","","","","622038.9","622038.9","622038.9","","",""
"113831","","","","622131.94","622131.94","622131.94","","",""
"113849","","","","622224.94","622224.94","622224.94","","",""
"113867","","","","622318","622318","622318","","",""
"113885","","","","622411","622411","622411","","",""
"113903","","","","622504.06","622504.06","622504.06","","",""
"113921","","","","622597.1","622597.1","622597.1","","",""
"113943","","","","622690.1","622690.1","622690.1","","",""
"113961","","","","622783.2","622783.2","622783.2","","",""
"113979","","","","622876.2","622876.2","622876.2","","",""
"113997","","","","622969.25","622969.25","622969.25","","",""
"114015","","","","623062.25","623062.25","623062.25","","",""
"114033","","","","623155.3","623155.3","623155.3","","",""
"114051","","","","623248.3","623248.3","623248.3","","",""
"114069","","","","623341.4","623341.4","623341.4","","",""
"114087","","","","623434.4","623434.4","623434.4","","",""
"114105","","","","623527.44","623527.44","623527.44","","",""
"114123","","","","623620.5","623620.5","623620.5","","",""
"114141","","","","623713.5","623713.5","623713.5","","",""
"114159","","","","623806.56","623806.56","623806.56","","",""
"114177","","","","623899.56","623899.56","623899.56","","",""
"114195","","","","623992.6","623992.6","623992.6","","",""
"114213","","","","624085.6","624085.6","624085.6","","",""
"114231","","","","624178.7","624178.7","624178.7","","",""
"114249","","","","624271.7","624271.7","624271.7","","",""
"114267","","","","624364.75","624364.75","624364.75","","",""
"114285","","","","624457.8","624457.8","624457.8","","",""
"114303","","","","624550.8","624550.8","624550.8","","",""
"114321","","","","624643.9","624643.9","624643.9","","",""
"114339","","","","624736.9","624736.9","624736.9","","",""
"114357","","","","624829.94","624829.94","624829.94","","",""
"114375","","","","624922.94","624922.94","624922.94","","",""
"114393","","","","625016","625016","625016","","",""
"114416","","","","625109","625109","625109","","",""
"114434","","","","625202.06","625202.06","625202.06","","",""
"114452","","","","625295.06","625295.06","625295.06","","",""
"114470","","","","625388.1","625388.1","625388.1","","",""
"114488","","","","625481.2","625481.2","625481.2","","",""
"114506","","","","625574.2","625574.2","625574.2","","",""
"114524","","","","625667.25","625667.25","625667.25","","",""
